ID,Suspected,Laboratory Detected Substances,Type,Date,State / Group,Location
12662,"Heroin, Fentanyl","Fentanyl (10)
Xylazine (16)
4-ANPP (3)
Diphenhydramine (Benadryl) (2)
Ethyl-4-ANPP (trace)
Phenethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Holyoke
12660,"Heroin, Fentanyl","Fentanyl (60)
Xylazine (60)
4-ANPP (10)
Cocaine (1)",Community Sample,02/2024,Massachusetts,Pittsfield
12657,,Bromazolam (10),Community Sample,02/2024,Massachusetts,Online
12656,MDMA,Methylenedioxymethamphetamine (MDMA) (10),Community Sample,02/2024,Massachusetts,Online
12852,Crack (Rock),"Cocaine (10)
Norcocaine (trace)",Community Sample,02/2024,Rhode Island,Providence
12854,"Heroin, Fentanyl","Fentanyl (10)
Caffeine (20)
Xylazine (13)
4-ANPP (5)
Phenethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Springfield
13051,Heroin,"Xylazine (Primary)
Lidocaine (Trace)
Fentanyl (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)
Acetylcodeine (Primary)
Ethyl 4-ANPP (Trace)
Heroin (Primary)
Caffeine (Primary)
Diphenhydramine (Benadryl) (Primary)
Quinine (Trace)
4-ANPP (Primary)",Community Sample,02/2024,Michigan,Grand Rapids
13011,Heroin,"4-ANPP (35)
Fentanyl (30)
Caffeine (5)
Cocaine (5)
Ethyl-4-ANPP (5)
Heroin (5)
Lidocaine (5)
Procaine (5)
Xylazine (5)
Para-fluorofentanyl (3)
Phenethyl 4-ANPP (1)",Community Sample,02/2024,Massachusetts,Pittsfield
12987,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2024,New York,Hauppauge
12988,"Heroin, Fentanyl","Caffeine (Trace)
4-ANPP (Primary)
Fentanyl (Trace)
Phenethyl 4-ANPP (Trace)
Lidocaine (Trace)
Xylazine (Primary)",Community Sample,02/2024,New York,Norwich
12989,Fentanyl,"Fentanyl (Major)
Diphenhydramine (Trace)
Quetiapine (Major)
Xylazine (Major)
Cocaine (Trace)
Diacetylmorphine (Minor)
Noscapine (Trace)",Community Sample,02/2024,Connecticut,New Haven
12990,Crack (Rock),"Ecgonine methyl ester (Minor)
Benzoylecgonine (Minor)
Levamisole (Major)
Cocaine (Major)
Norcocaine (Trace)",Community Sample,02/2024,Connecticut,New Haven
13009,Heroin,"6-Monoacetylmorphine (6-MAM) (Trace)
Heroin (Primary)
Acetylcodeine (Trace)",Community Sample,02/2024,Washington,Seattle
13010,Heroin,"Acetylcodeine (Primary)
Heroin (Primary)",Community Sample,02/2024,Washington,Seattle
13012,"Heroin, Fentanyl","Caffeine (80)
Fentanyl (40)
4-ANPP (33)
Heroin (23)
Xylazine (20)
Acetylfentanyl (10)
6-Acetylmorphine (3)
6-Acetylcodeine (2)
Phenethyl 4-ANPP (2)
N-Boc Norfentanyl (1)",Community Sample,02/2024,Massachusetts,Out of State (VT)
12985,Cocaine (Powder),Cocaine (Primary),Community Sample,02/2024,New York,Hauppauge
13013,"Heroin, Fentanyl","Acetylfentanyl (11)
Caffeine (6)
4-ANPP (3)
Fentanyl (3)
Xylazine (3)
Heroin (1)",Community Sample,02/2024,Massachusetts,Pittsfield
13014,"Heroin, Fentanyl","Xylazine (105)
Fentanyl (30)
Bromazolam (10)
4-ANPP (5)
Phenethyl 4-ANPP (1)",Community Sample,02/2024,Massachusetts,Pittsfield
13016,"Heroin, Fentanyl","Phenethyl 4-ANPP (Trace)
Fentanyl (Primary)
Heroin (Primary)
Diphenhydramine (Benadryl) (Primary)
Xylazine (Trace)
Lidocaine (Trace)
4-ANPP (Primary)
Cocaine (Primary)
Caffeine (Trace)",Community Sample,02/2024,Michigan,Grand Rapids
13019,Fentanyl,"Xylazine (Primary)
Cocaine (Primary)
Fentanyl (Primary)
Diphenhydramine (Primary)
4-ANPP (Primary)
Despropionyl-para-fluorofentanyl (Primary)
Para-fluorofentanyl (Primary)
Caffeine (Trace)",Community Sample,02/2024,New York,Enfield
13021,Fentanyl,"Caffeine (Trace)
Despropionyl P-Fluorofentanyl (Primary)
Fentanyl (Primary)
Diphenhydramine (Benadryl) (Trace)
4-ANPP (Primary)
P-Fluorofentanyl (Primary)
Xylazine (Primary)
P-Fluoro Phenethyl 4-ANPP (Trace)
Cocaine (Primary)",Community Sample,02/2024,New York,Enfield
13022,Fentanyl,"Cocaine (Primary)
Xylazine (Primary)
P-Fluorofentanyl (Primary)
Fentanyl (Primary)
4-ANPP (Primary)
Despropionyl P-Fluorofentanyl (Primary)",Community Sample,02/2024,New York,Enfield
12986,Fentanyl,"Fentanyl (Trace)
Xylazine (Primary)
Caffeine (Trace)
4-ANPP (Trace)
Heroin (Trace)
Lidocaine (Trace)",Community Sample,02/2024,New York,Norwich
12984,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2024,New York,Hauppauge
13024,"Heroin, Fentanyl","P-Fluorofentanyl (Primary)
Tramadol (Primary)
Lidocaine (Primary)
P-Fluoro Phenethyl 4-ANPP (Primary)
Fentanyl (Primary)
Caffeine (Primary)
Quinine (Trace)
Phenethyl 4-ANPP (Primary)",Community Sample,02/2024,New York,Tompkins County
13107,Fentanyl,"Fentanyl (10)
Heroin (trace)
Metonitazene QTOF (trace)
4-ANPP (3)
Phenethyl-4-ANPP (trace)
Ethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Holyoke
13097,"Heroin, Fentanyl","P-Fluorofentanyl (Trace)
Phenethyl 4-ANPP (Trace)
Fentanyl (Primary)
Cocaine (Trace)
Procaine (Primary)
4-ANPP (Primary)
Heroin (Trace)",Community Sample,02/2024,New York,Albany
13072,"Fentanyl, Crack (Rock)","Fentanyl (10)
Cocaine (1)
Xylazine (9)
4-ANPP (2)
Phenethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Worcester
13103,Crack (Rock),Cocaine (Primary),Community Sample,02/2024,New York,Albany
13104,Fentanyl,"Para-fluorofentanyl (9)
Fentanyl (5)
Unidentified (3)
4-ANPP (2)
Despropionyl-para-fluorofentanyl (2)
Gabapentin (1)
Unidentified (1)
Unidentified (1)",Community Sample,02/2024,Massachusetts,Boston
13106,Adderall,Amphetamine (1),Community Sample,02/2024,Massachusetts,Boston
13099,"Heroin, Fentanyl","Fentanyl (Primary)
Cocaine (Primary)
Caffeine (Primary)
4-ANPP (Primary)
Xylazine (Primary)
Protonitazene (Primary)
Metonitazene (Primary)",Community Sample,02/2024,New York,Albany
13108,"Heroin, Fentanyl, Xylazine","Fentanyl (10)
Cocaine (3)
Para-fluorofentanyl (trace)
Xylazine (56)
Diphenhydramine (Benadryl) (15)
4-ANPP (2)",Community Sample,02/2024,Massachusetts,Holyoke
12983,Fentanyl,"Quinine (Primary)
Nicotine (Trace)
P-Fluoro Phenethyl 4-ANPP (Trace)
Caffeine (Primary)
Fentanyl (Primary)
4-ANPP (Primary)
Despropionyl P-Fluorofentanyl (Primary)
P-Fluorofentanyl (Primary)
Xylazine (Primary)
Diphenhydramine (Benadryl) (Primary)
Cocaine (Primary)
Phenethyl 4-ANPP (Primary)",Community Sample,02/2024,New York,Enfield
13109,Fentanyl,"Fentanyl (150.00)
4-ANPP (30.00)
Ethyl-4-ANPP (10.00)
Phenethyl 4-ANPP (1.00)",Community Sample,02/2024,Massachusetts,Boston
13111,Fentanyl,"Fentanyl (25.00)
4-ANPP (9.00)
Phenethyl 4-ANPP (2.00)
Ethyl-4-ANPP (1.00)
N-Phenylpropanamide (1.00)",Community Sample,02/2024,Massachusetts,Boston
13114,Fentanyl,"Phenethyl 4-ANPP (Trace)
Ethyl 4-ANPP (Trace)
Fentanyl (Primary)
4-ANPP (Primary)",Community Sample,02/2024,Washington,Tacoma
13115,Ketamine,Ketamine (Primary),Community Sample,02/2024,New York,Albany
13120,Fentanyl,"Diphenhydramine (Benadryl) (Trace)
Fentanyl (Primary)
4-ANPP (Primary)
Phenethyl 4-ANPP (Primary)",Community Sample,02/2024,Michigan,Grand Rapids
12982,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2024,New York,Hauppauge
13023,"Heroin, Fentanyl","Phenethyl 4-ANPP (Trace)
Heroin (Primary)
4-Anilino-1-Boc-Piperidine (Trace)
4-ANPP (Primary)
Ethyl 4-ANPP (Trace)
Xylazine (Trace)
Acetylcodeine (Trace)
Fentanyl (Primary)
6-Monoacetylmorphine (6-MAM) (Primary)",Community Sample,02/2024,New York,Tompkins County
13026,Fentanyl,"Fentanyl (Primary)
Heroin (Primary)
Diphenhydramine (Benadryl) (Primary)
4-ANPP (Primary)
Quinine (Trace)",Community Sample,02/2024,Michigan,Grand Rapids
12856,"Heroin, Fentanyl, Xylazine","Acetylfentanyl (30)
Fentanyl (20)
4-ANPP (10)
Caffeine (10)
Noscapine (10)
Xylazine (10)
2-Fluoro-2-oxo-PCE (1)
Cocaine (1)
Heroin (1)",Community Sample,02/2024,Massachusetts,Pittsfield
12882,Fentanyl,"Xylazine (Major)
4-ANPP (Trace)
Fentanyl (Major)",Community Sample,02/2024,Connecticut,Torrington
12974,Methamphetamine,None Detected (Unknown),Community Sample,02/2024,Massachusetts,Brockton
12972,Fentanyl,"Fentanyl (28)
Xylazine (20)
Methamphetamine (8)
Phenethyl 4-ANPP (8)
4-ANPP (6)
Acetylfentanyl (2)
Caffeine (2)
Ethyl-4-ANPP (2)
N-Phenylpropanamide (2)
Niacinamide (1)",Community Sample,02/2024,Massachusetts,Brockton
12971,Crack (Rock),"Cocaine (300)
Methylecgonidine (20)
Tropacocaine (1)",Community Sample,02/2024,Massachusetts,Brockton
12892,Fentanyl,"4-ANPP (Primary)
Fentanyl (Primary)",Community Sample,02/2024,Washington,Seattle
12891,Fentanyl,"Fentanyl (Major)
Morphine (Trace)
6-Monoacetylmorphine (Minor)
Norfentanyl (Trace)
Diacetylmorphine (Minor)
Acetyl Fentanyl (Trace)
4-ANPP (Minor)",Community Sample,02/2024,Connecticut,Hartford
12883,Fentanyl,"Xylazine (Major)
Fentanyl (Minor)
4-ANPP (Trace)
Norfentanyl (Trace)",Community Sample,02/2024,Connecticut,Waterbury
12890,Ketamine,"1-(2-Chlorophenyl)(Methylimino)MethylCyclopentanol (Trace)
Ketamine (Primary)",Community Sample,02/2024,Washington,Seattle
12975,Fentanyl,"Xylazine (8)
Fentanyl (7)
Caffeine (6)
Phenethyl 4-ANPP (2)
4-ANPP (1)",Community Sample,02/2024,Massachusetts,Brockton
12889,Ketamine,"Ketamine (Primary)
1-(2-Chlorophenyl)(Methylimino)MethylCyclopentanol (Trace)",Community Sample,02/2024,Washington,Seattle
12888,Cocaine (Powder),Cocaine (Primary),Community Sample,02/2024,Washington,Seattle
12887,Cocaine (Powder),Cocaine (Primary),Community Sample,02/2024,Washington,Seattle
12886,Cocaine (Powder),"Ecgonine Methylester (EME) (Trace)
Cocaine (Primary)
Methyl Ecgonidine (MED) (Trace)",Community Sample,02/2024,Washington,Seattle
12885,Heroin,"6-Monoacetylmorphine (6-MAM) (Trace)
Acetylcodeine (Trace)
Heroin (Primary)",Community Sample,02/2024,Washington,Online
12857,"Heroin, Fentanyl","4-ANPP (Primary)
Fentanyl (Primary)
Quinine (Primary)",Community Sample,02/2024,New York,Albany
12973,Fentanyl,"Fentanyl (40)
4-ANPP (10)
Cocaine (2)
Phenethyl 4-ANPP (1)",Community Sample,02/2024,Massachusetts,Brockton
12976,Synthetic Marijuana,"MDMB-4En-PINACA (Primary)
MDMB-INACA (Primary)
MDMB-5-Methyl INACA (Trace)",Community Sample,02/2024,New York,Auburn
13027,Crack (Rock),"Cocaine (10)
Levamisole (trace)",Community Sample,02/2024,Rhode Island,Providence
13071,Xylazine,"Fentanyl (10)
Xylazine (9)
4-ANPP (1)
Phenethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Worcester
13029,Fentanyl,"Lidocaine (Minor)
Fentanyl (Major)
Xylazine (Trace)
Acetaminophen (Trace)
4-ANPP (Major)
Norfentanyl (Trace)
Acetyl Fentanyl (Trace)
Papaverine (Trace)
Phenacetin (Trace)
Lidocaine (Major)
Cocaine (Trace)
6-Acetylmorphine (Minor)
Morphine (Trace)
Noscapine (Minor)",Community Sample,02/2024,Connecticut,New Haven
13030,Crack (Rock),Cocaine (Primary),Community Sample,02/2024,Michigan,Grand Rapids
13031,Crack (Rock),Cocaine (Primary),Community Sample,02/2024,Michigan,Grand Rapids
13032,"Heroin, Fentanyl","Xylazine (Primary)
Diphenhydramine (Benadryl) (Primary)
1-Phenethyl-4-Propionyloxypiperidine (Trace)
4-ANPP (Primary)
Heroin (Primary)
Fentanyl (Primary)
Caffeine (Trace)
Lidocaine (Trace)
Cocaine (Primary)
Phenethyl 4-ANPP (Trace)
Quinine (Trace)",Community Sample,02/2024,Michigan,Grand Rapids
13033,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs), Klonopin",Clonazepam (Primary),Community Sample,02/2024,Michigan,Grand Rapids
13075,MDMA,No Compounds Of Interest Detected (Primary),Community Sample,02/2024,New York,Syracuse
13070,Fentanyl,"Fentanyl (10)
Cocaine (trace)
4-ANPP (trace)
Norfentanyl (trace)
Phenethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Worcester
12977,"Fentanyl, Methamphetamine, Xylazine","Methamphetamine (10)
Dimethyl Sulfone (trace)",Community Sample,02/2024,Rhode Island,Providence
13069,Xylazine,"Fentanyl (10)
Xylazine (10)
4-ANPP (1)",Community Sample,02/2024,Massachusetts,Worcester
13068,Xylazine,"Fentanyl (10)
Xylazine (11)
4-ANPP (1)",Community Sample,02/2024,Massachusetts,Worcester
13067,"Fentanyl, Crack (Rock)","Cocaine (10)
Fentanyl (4)
Methamphetamine (1)
4-ANPP (trace)
Phenethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Worcester
12980,Fentanyl,"Diphenhydramine (Benadryl) (Primary)
Despropionyl P-Fluorofentanyl (Primary)
4-ANPP (Primary)
Nicotine (Trace)
Xylazine (Primary)
Cocaine (Primary)
Caffeine (Primary)
P-Fluorofentanyl (Primary)
Fentanyl (Primary)",Community Sample,02/2024,New York,Enfield
12979,synthetic marijuana,"MDMB-4En-PINACA (Primary)
MDMB-5-Methyl INACA (Trace)
Vanillin (Trace)
MDMB-INACA (Primary)
Ethyl Vanillin (Primary)",Community Sample,02/2024,New York,Syracuse
12978,synthetic marijuana,"Xylazine (Trace)
Protonitazene (Trace)
MDMB-INACA (Primary)
MDMB-4En-PINACA (Primary)",Community Sample,02/2024,New York,Auburn
13052,"Heroin, Fentanyl","Fentanyl (10)
Heroin (3)
4-ANPP (3)
6-Monoacetylmorphine (6-MAM) (2)",Community Sample,02/2024,Massachusetts,Worcester
13098,"Fentanyl, Xylazine","Fentanyl (10)
Xylazine (10)
4-ANPP (2)",Community Sample,02/2024,Massachusetts,Lynn
13050,Fentanyl,"Fentanyl (10)
Cocaine (trace)
Acetylfentanyl (trace)
4-ANPP (2)
Phenethyl-4-ANPP (trace)
Ethyl-4-ANPP (trace)
Caffeine (trace)",Community Sample,02/2024,Massachusetts,Lynn
12951,Fentanyl,"Fentanyl (10)
Heroin (trace)
4-ANPP (1)
Xylazine (1)",Community Sample,02/2024,Rhode Island,Woonsocket
12928,"Heroin, Fentanyl","Fentanyl (10)
Xylazine (58)
4-ANPP (7)
Diphenhydramine (Benadryl) (1)
Ethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Holyoke
12930,"Heroin, Fentanyl","Fentanyl (10)
Heroin (2)
4-ANPP (2)
6-Monoacetylmorphine (6-MAM) (1)",Community Sample,02/2024,Massachusetts,Holyoke
12931,Fentanyl,"Fentanyl (10)
Cocaine (2)
Caffeine (5)
4-ANPP (1)",Community Sample,02/2024,Massachusetts,Lynn
12934,Crack (Rock),No testable sample was present (NA),Community Sample,02/2024,Massachusetts,Holyoke
12933,"Heroin, Fentanyl","Fentanyl (10)
Caffeine (5)
4-ANPP (1)
Lidocaine (1)
Procaine (trace)
Phenethyl-4-ANPP (trace)",Community Sample,02/2024,Massachusetts,Holyoke
12936,"Heroin, Fentanyl","Fentanyl (10)
Heroin (2)
4-ANPP (2)
6-Monoacetylmorphine (6-MAM) (1)
Phenethyl-4-ANPP (trace)
Quinine (trace)",Community Sample,02/2024,Massachusetts,Holyoke
12937,Cocaine (Powder),"Cocaine (10)
Norcocaine (trace)",Community Sample,02/2024,Massachusetts,Holyoke
12938,Crack (Rock),Cocaine (10),Community Sample,02/2024,Massachusetts,Holyoke
12939,Fentanyl,"Caffeine (Trace)
Lidocaine (Trace)
Heroin (Primary)
Acetylcodeine (Trace)
Xylazine (Primary)
Fentanyl (Primary)
4-ANPP (Primary)
Quinine (Primary)
Ethyl 4-ANPP (Trace)
Diphenhydramine (Benadryl) (Primary)
Phenethyl 4-ANPP (Trace)
6-Monoacetylmorphine (6-MAM) (Trace)",Community Sample,02/2024,Michigan,Grand Rapids
12940,Fentanyl,"Fentanyl (Major)
Acetaminophen (Minor)
Diacetylmorphine (Minor)
Papaverine (Trace)
Cocaine (Trace)
Caffeine (Trace)
Acetylcodeine (Trace)
Lidocaine (Trace)
Benzoylecgonine (Trace)
6-Acetylmorphine (Trace)
Quinine (Major)",Community Sample,02/2024,Connecticut,Waterbury
12941,Heroin,"Lidocaine (Trace)
Heroin (Primary)
Fentanyl (Primary)
Xylazine (Trace)
Diphenhydramine (Benadryl) (Primary)
Quinine (Trace)
Acetylcodeine (Primary)
Ethyl 4-ANPP (Trace)
Caffeine (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)
4-ANPP (Primary)",Community Sample,02/2024,Michigan,Grand Rapids
12943,"Heroin, Fentanyl","Diphenhydramine (Benadryl) (Primary)
Caffeine (Primary)
Quinine (Primary)
Xylazine (Primary)",Community Sample,02/2024,Michigan,Grand Rapids
12945,cut/filtered material,"Fentanyl (Primary)
Quinine (Primary)
4-Anilino-1-Boc-Piperidine (Primary)
T-Boc Norfentanyl (Trace)
Diphenhydramine (Benadryl) (Primary)
Ethyl 4-ANPP (Trace)
4-ANPP (Primary)
Phenethyl 4-ANPP (Primary)",Community Sample,02/2024,Michigan,Grand Rapids
12949,"Fentanyl, Xylazine","Fentanyl (10)
Heroin (2)
Para-fluorofentanyl (trace)
Cocaine (trace)
Xylazine (3)
4-ANPP (2)
6-Monoacetylmorphine (6-MAM) (1)
Acetylcodeine (trace)
Lidocaine (trace)",Community Sample,02/2024,Rhode Island,Woonsocket
12953,Fentanyl,"Fentanyl (2)
4-ANPP (1)",Community Sample,02/2024,Massachusetts,Haverhill
12929,Cocaine (Powder),Cocaine (10),Community Sample,02/2024,Massachusetts,Holyoke
12954,Methamphetamine,Methamphetamine (1),Community Sample,02/2024,Massachusetts,Lawrence
12957,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Etizolam (Primary),Community Sample,02/2024,New York,Online
12958,Unknown,"Cocaine (Trace)
Fentanyl (Primary)
P-Fluorofentanyl (Trace)
4-ANPP (Primary)",Community Sample,02/2024,Washington,Port Townsend
12952,"Heroin, Fentanyl","Fentanyl (10)
Para-fluorofentanyl (3)
4-ANPP (4)
Xylazine (2)
Caffeine (1)
Phenethyl-4-ANPP (trace)
para-Fluoro-Phenethyl-4-ANPP (trace)
Lidocaine (trace)",Community Sample,02/2024,Massachusetts,Northampton
12961,Crack (Rock),"Lidocaine (Trace)
Cocaine (Major)
Ecgonine methyl ester (Trace)
Benzoylecgonine (Trace)
Xylazine (Trace)
Fentanyl (Trace)",Community Sample,02/2024,Connecticut,New Haven
12962,Crack (Rock),"Xylazine (Major)
Cocaine (Minor)
Benzoylecgonine (Minor)
Ecgonine methyl ester (Major)",Community Sample,02/2024,Connecticut,New Haven
12963,Suboxone,"Ecgonine methyl ester (Major)
Benzoylecgonine (Trace)
Phenacetin (Trace)
Cocaine (Major)
Fentanyl (Trace)",Community Sample,02/2024,Connecticut,New Haven
12964,Fentanyl,"Caffeine (Trace)
Naloxone (Trace)
6-Monoacetylmorphine (Trace)
Lidocaine (Trace)
Xylazine (Minor)
Tramadol (Trace)
Diacetylmorphine (Trace)
Cocaine (Trace)
4-ANPP (Trace)
Fentanyl (Trace)
Buprenorphine (Major)
Nicotine (Trace)",Community Sample,02/2024,Connecticut,New Haven
12965,Fentanyl,"Xylazine (Major)
Diacetylmorphine (Trace)
Cocaine (Trace)
4-ANPP (Trace)
Fentanyl (Minor)",Community Sample,02/2024,Connecticut,New Haven
12966,"Heroin, Fentanyl","Caffeine (Minor)
Xylazine (Minor)
Quinine (Minor)
4-ANPP (Trace)
Fentanyl (Major)
Cocaine (Trace)
Acetyl Fentanyl (Trace)",Community Sample,02/2024,Connecticut,New Haven
12967,"Heroin, Fentanyl","Diacetylmorphine (Minor)
Noscapine (Trace)
4-ANPP (Minor)
Fentanyl (Major)
Para-fluorofentanyl (Trace)
Acetaminophen (Trace)
6-Monoacetylmorphine (Trace)
Lidocaine (Trace)
Papaverine (Trace)
Acetylcodeine (Trace)
Cocaine (Trace)
Acetyl Fentanyl (Trace)",Community Sample,02/2024,Connecticut,New Haven
12991,Fentanyl,"Xylazine (Trace)
Fentanyl (Primary)
Phenethyl 4-ANPP (Primary)
4-ANPP (Primary)
Heroin (Trace)
Diphenhydramine (Benadryl) (Primary)
Dimethyl Sulfone (Methylsulfonylmethane MSM) (Trace)
Cocaine (Trace)",Community Sample,02/2024,Michigan,Grand Rapids
12993,Fentanyl,"P-Fluorofentanyl (Primary)
Fentanyl (Primary)
Caffeine (Primary)
Caffeine (Primary)
Despropionyl P-Fluorofentanyl (Primary)
Diphenhydramine (Benadryl) (Primary)
Xylazine (Primary)
4-ANPP (Primary)",Community Sample,02/2024,New York,Enfield
12996,cannabis,"Cannabinol (Primary)
Cannabigerol (Primary)
Delta-9-THC (Primary)",Community Sample,02/2024,New York,Tompkins County
12916,Fentanyl,"Fentanyl (10)
Cocaine (5)
4-ANPP (6)
Xylazine (trace)
Phenethyl-4-ANPP (trace)
Caffeine (trace)",Community Sample,02/2024,Rhode Island,North Providence
12926,Cocaine (Powder),Cocaine (Primary),Community Sample,02/2024,Washington,Tacoma
13003,"Fentanyl, Xylazine","Fentanyl (Primary)
4-ANPP (Primary)
Xylazine (Primary)",Community Sample,02/2024,Washington,Kennewick
13037,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2024,Washington,Walla Walla
12868,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (1),Community Sample,02/2024,Massachusetts,Boston
12869,Fentanyl,"Fentanyl (30.00)
4-ANPP (20.00)
N-Boc Norfentanyl (1.00)",Community Sample,02/2024,Massachusetts,Boston
12870,Methamphetamine,Methamphetamine (1),Community Sample,02/2024,Massachusetts,Boston
12871,Fentanyl,"Fentanyl (30.00)
4-Fluorofentanyl (22.00)
4-ANPP (6.00)
Despropionyl-4-fluorofentanyl (4.00)
Ethyl-4-ANPP (2.00)
4F-Phenethyl-4-ANPP (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,02/2024,Massachusetts,Boston
12872,Fentanyl,"Fentanyl (140.00)
4-ANPP (40.00)
Heroin (20.00)
Phenethyl 4-ANPP (20.00)
6-Acetylmorphine (10.00)
Caffeine (10.00)
4-Anilino-boc-piperidine (4-ANBocP) (3.00)
Ethyl-4-ANPP (1.00)
Mannitol",Community Sample,02/2024,Massachusetts,Boston
12873,Synthetic weed,"Protonitazene (Trace)
MDMB-4En-PINACA (Primary)
MDMB-INACA (Primary)
N
N-Dimethylpentylone (Trace)
MDMB-5-Methyl INACA (Trace)",Community Sample,02/2024,New York,Auburn
12874,Fentanyl,"Fentanyl (Trace)
Xylazine (Primary)
Caffeine (Primary)
Diphenhydramine (Benadryl) (Primary)
Quinine (Trace)",Community Sample,02/2024,Michigan,Grand Rapids
12875,Fentanyl,"Xylazine (Major)
4-ANPP (Trace)
Phenacetin (Trace)
Fentanyl (Minor)",Community Sample,02/2024,Connecticut,Torrington
12876,Fentanyl,"Diacetylmorphine (Major)
Fentanyl (Minor)
Acetaminophen (Trace)
Caffeine (Trace)
6-Monoacetylmorphine (Trace)
Lidocaine (Trace)
Papaverine (Trace)
Acetylcodeine (Trace)
4-ANPP (Trace)",Community Sample,02/2024,Connecticut,Waterbury
12884,Heroin,"Acetylcodeine (Primary)
Heroin (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)
Cocaine (Trace)",Community Sample,02/2024,Washington,Online
12894,Fentanyl,"Xylazine (Major)
Fentanyl (Major)
4-ANPP (Trace)
Mepivacaine (Trace)",Community Sample,02/2024,Connecticut,New Haven
12895,Fentanyl,"Phenethyl 4-ANPP (Trace)
Lidocaine (Trace)
Papaverine (Trace)
Fentanyl (Primary)
Quinine (Trace)
Diphenhydramine (Benadryl) (Primary)
P-Fluorofentanyl (Trace)
Acetylcodeine (Trace)
4-ANPP (Primary)
Xylazine (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)
Ethyl 4-ANPP (Trace)
Heroin (Primary)
Caffeine (Primary)",Community Sample,02/2024,Michigan,Grand Rapids
12896,"M30 Pill (Percocet, Perc30, OC30)","Fentanyl (Minor)
Cocaine (Major)
Benzoylecgonine (Minor)
Caffeine (Minor)
Tapentadol (Major)",Community Sample,02/2024,Connecticut,New Haven
12897,Fentanyl,"Fentanyl (Major)
Xylazine (Major)
Diacetylmorphine (Minor)
Quinine (Minor)
Cocaine (Minor)
6-Monoacetylmorphine (6-MAM) (Trace)
Caffeine (Trace)
4-ANPP (Trace)
Medetomidine (Trace)
Phenacetin (Trace)",Community Sample,02/2024,Connecticut,New Haven
12616,"Heroin, Fentanyl","Fentanyl (75)
Heroin (70)
4-ANPP (65)
6-Acetylmorphine (10)
Ethyl-4-ANPP (10)
Quinine (10)
6-Acetylcodeine (5)
Phenethyl 4-ANPP (2)
N-Boc Norfentanyl (1)
N-Propionylnorfentanyl (1)",Community Sample,02/2024,Massachusetts,Holyoke
12925,clonazepam,Clonazepam (1),Community Sample,02/2024,Massachusetts,Haverhill
12898,Fentanyl,"Caffeine (Minor)
Xylazine (Major)
4-ANPP (Trace)
Cocaine (Trace)
Paracetamol (Acetaminophen) (Trace)
Fentanyl (Minor)
Lidocaine (Trace)
Benzoylecgonine (Trace)
Phenacetin (Trace)
Acetyl Fentanyl (Trace)
PEG-8 (Trace)
PEG-9 (Trace)",Community Sample,02/2024,Connecticut,New Haven
12893,Fentanyl,"Xylazine (Major)
Quetiapine (Trace)
Fentanyl (Major)
Acetyl Fentanyl (Trace)
4-ANPP (Trace)",Community Sample,02/2024,Connecticut,Hartford
12899,Fentanyl,"Heroin (Primary)
Diphenhydramine (Benadryl) (Primary)
Quinine (Primary)
Fentanyl (Primary)
4-ANPP (Primary)",Community Sample,02/2024,Michigan,Grand Rapids
12900,MDMA,"Dimethyl Sulfone (Methylsulfonemethane
MSM) (Major)
Methamphetamine (Major)
Paracetamol (Acetaminophen) (Trace)
Caffeine (Trace)",Community Sample,02/2024,Michigan,Grand Rapids
12902,Fentanyl,"Creatinine (Trace)
Metformin (Trace)
Ecgonine methyl ester (Trace)
Benzoylecgonine (Minor)
Ketamine (Trace)
Diacetylmorphine (Trace)
MDMA (Trace)
Xylazine (Major)
Mepivacaine (Trace)
Fentanyl (Major)
4-ANPP (Trace)
Cocaine (Trace)
Acetyl Fentanyl (Trace)
beta-Hydroxy Fentanyl (Trace)",Community Sample,02/2024,Connecticut,New Haven
12904,"Heroin, Fentanyl","Fentanyl (24)
4-ANPP (16)
Phenethyl 4-ANPP (4)
N-Propionylnorfentanyl (2)
Caffeine (1)
Ethyl-4-ANPP (1)",Community Sample,02/2024,Massachusetts,Pittsfield
